name,province,district,category,lat,lng,price_level,duration_min,tags,short_desc,history_tip,eat_tip,pro_tip
Kutu Deresi Kpr.,Tunceli,Nazımiye,historical,39.191569,39.691280,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Nazımiye merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
SEYİT RIZA PARKI,Tunceli,Nazımiye,nature,39.105003,39.546723,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Nazımiye çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Zağge Restorant,Tunceli,Nazımiye,food,39.301549,39.777828,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Tunceli Kent Ormanı,Tunceli,Nazımiye,nature,39.100953,39.548618,1,120,"nature,national_park,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Nazımiye çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Zembul YÖRESEL Yöresel Yemek Lokantası-Kahvaltı -Kafe,Tunceli,Nazımiye,food,39.106825,39.546083,1,75,"food,restaurant,non_profit_organization,association_or_organization,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Halikarnas et ve balık Restaurant,Tunceli,Nazımiye,food,39.087911,39.540032,1,75,"food,restaurant,kebab_shop,point_of_interest,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Çavkanîyên Mûnzûrê,Tunceli,Nazımiye,historical,39.331425,39.056374,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Nazımiye merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Baran Aile Çay Bahçesi ve Restaurant,Tunceli,Nazımiye,food,39.201677,39.736584,1,75,"food,restaurant,cafeteria,point_of_interest,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Pertek Kalesi,Tunceli,Nazımiye,historical,38.844350,39.271583,1,120,"historical,tourist_attraction,castle,historical_place,point_of_interest",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Nazımiye merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
The Geyik Dersim,Tunceli,Nazımiye,food,39.188235,39.690830,1,75,"food,campground,lodging,athletic_field,sports_activity_location,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Tunceli Müzesi,Tunceli,Nazımiye,museum,39.104367,39.547246,1,120,"museum,point_of_interest,establishment",Kültürel içerik sunan müze durağı.,Bölgenin tarihsel katmanlarını yansıtır.,Müze sonrası merkezde yemek molası verilebilir.,Bilet ve ziyaret saatini kontrol et.
Örenönü Tabiat Parkı,Tunceli,Nazımiye,nature,39.102062,39.604931,1,120,"nature,tourist_attraction,national_park,park,point_of_interest",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Nazımiye çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Duo Tırs'ın Yeri,Tunceli,Nazımiye,food,39.105304,39.547637,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Tunceli Belediyesi Jara Golaceto Ve Parkı,Tunceli,Nazımiye,nature,39.102385,39.554001,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Nazımiye çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Dereova şelalesi,Tunceli,Nazımiye,historical,39.262897,39.872841,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Nazımiye merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Cafe Amour CB,Tunceli,Nazımiye,cafe,39.079056,39.535276,1,75,"cafe,coffee_shop,food_store,food,local",Kahve ve kısa mola için tercih edilen nokta.,Semt yaşamının parçası olarak öne çıkar.,Kahve yanında yerel tatlıları dene.,Sabah saatlerinde daha sakin olabilir.
Ağlayan kayalar Tunceli,Tunceli,Nazımiye,historical,39.348714,39.790606,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Nazımiye merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
A Ğ L A Y A N H I L B E Ş K P R .,Tunceli,Nazımiye,nature,39.348289,39.790807,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Nazımiye çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Munzur Gözeleri,Tunceli,Ovacık,nature,39.331306,39.062479,1,120,"nature,park,city_park,sports_club,lodging",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Ovacık çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Munzur Vadisi Milli Parkı,Tunceli,Ovacık,nature,39.134988,39.494137,1,120,"nature,hiking_area,tourist_attraction,sports_activity_location,national_park",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Ovacık çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Ovacık Anahita Bungalov & Restoran,Tunceli,Ovacık,food,39.350423,39.257544,1,75,"food,hotel,lodging,restaurant,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Masiva Et & Balık Restaurant Bungalov Evler,Tunceli,Ovacık,historical,39.356193,39.226248,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Ovacık merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Cuba Bistro Cafe,Tunceli,Ovacık,food,39.357190,39.215570,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Çavkanîyên Mûnzûrê,Tunceli,Ovacık,historical,39.331425,39.056374,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Ovacık merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
DC Hotel,Tunceli,Ovacık,lodging,39.357012,39.215353,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Tunceli Müzesi,Tunceli,Ovacık,museum,39.104367,39.547246,1,120,"museum,point_of_interest,establishment",Kültürel içerik sunan müze durağı.,Bölgenin tarihsel katmanlarını yansıtır.,Müze sonrası merkezde yemek molası verilebilir.,Bilet ve ziyaret saatini kontrol et.
Örenönü Tabiat Parkı,Tunceli,Ovacık,nature,39.102062,39.604931,1,120,"nature,tourist_attraction,national_park,park,point_of_interest",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Ovacık çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Çağdaş Cafe Pastane,Tunceli,Ovacık,cafe,39.357172,39.215953,1,75,"cafe,point_of_interest,food,establishment,local",Kahve ve kısa mola için tercih edilen nokta.,Semt yaşamının parçası olarak öne çıkar.,Kahve yanında yerel tatlıları dene.,Sabah saatlerinde daha sakin olabilir.
FERZAN RESTAURANT,Tunceli,Ovacık,viewpoint,39.112169,39.536319,1,120,"viewpoint,live_music_venue,event_venue,point_of_interest,establishment,sunset",Şehir ve çevre manzarası sunan seyir noktası.,Bölge fotoğraf rotalarıyla öne çıkar.,Kısa mola için yakında kafe alternatifi olabilir.,Gün batımından önce konumlan.
Cafe Amour CB,Tunceli,Ovacık,cafe,39.079056,39.535276,1,75,"cafe,coffee_shop,food_store,point_of_interest,local",Kahve ve kısa mola için tercih edilen nokta.,Semt yaşamının parçası olarak öne çıkar.,Kahve yanında yerel tatlıları dene.,Sabah saatlerinde daha sakin olabilir.
Şira Munzur Et Lokantası,Tunceli,Ovacık,food,39.330654,39.059689,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Fransızın Yeri & Derism Antik Cafe Mekan,Tunceli,Ovacık,viewpoint,39.077765,39.534587,1,120,"viewpoint,cafeteria,point_of_interest,establishment,sunset",Şehir ve çevre manzarası sunan seyir noktası.,Bölge fotoğraf rotalarıyla öne çıkar.,Kısa mola için yakında kafe alternatifi olabilir.,Gün batımından önce konumlan.
Munzur Vadisi Milli Parkı,Tunceli,Pertek,nature,39.134988,39.494137,1,120,"nature,tourist_attraction,hiking_area,national_park,park",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Akgün Elazığ Hotel,Tunceli,Pertek,lodging,38.674269,39.174628,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
DoubleTree by Hilton Hotel Elazig,Tunceli,Pertek,lodging,38.674311,39.217928,1,120,"lodging,hotel,spa,point_of_interest",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Park Dedeman Elazığ,Tunceli,Pertek,lodging,38.667799,39.216674,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Elazığ White Line Boutique Hotel,Tunceli,Pertek,lodging,38.663731,39.181187,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Windyhill Hotel & SPA,Tunceli,Pertek,food,38.700756,39.215541,1,75,"food,wedding_venue,cafeteria,hotel,swimming_pool,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Grand Şaroğlu Hotel,Tunceli,Pertek,lodging,39.104194,39.547070,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Kutu Deresi Kpr.,Tunceli,Pertek,historical,39.191569,39.691280,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pertek merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
SEYİT RIZA PARKI,Tunceli,Pertek,nature,39.105003,39.546723,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Grand Aras Otel,Tunceli,Pertek,lodging,38.678263,39.225891,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Tunceli Kent Ormanı,Tunceli,Pertek,nature,39.100953,39.548618,1,120,"nature,national_park,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Ay Butik Otel,Tunceli,Pertek,lodging,38.672787,39.217554,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Pertek Kalesi,Tunceli,Pertek,historical,38.844350,39.271583,1,120,"historical,tourist_attraction,castle,historical_place,point_of_interest",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pertek merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
City Blue Hotel,Tunceli,Pertek,lodging,38.670298,39.189315,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Tunceli Müzesi,Tunceli,Pertek,museum,39.104367,39.547246,1,120,"museum,point_of_interest,establishment",Kültürel içerik sunan müze durağı.,Bölgenin tarihsel katmanlarını yansıtır.,Müze sonrası merkezde yemek molası verilebilir.,Bilet ve ziyaret saatini kontrol et.
Bahçeli Butik Otel,Tunceli,Pertek,lodging,38.670895,39.177908,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Örenönü Tabiat Parkı,Tunceli,Pertek,nature,39.102062,39.604931,1,120,"nature,tourist_attraction,national_park,park,point_of_interest",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Fatih Pansiyon Elazığ,Tunceli,Pertek,lodging,38.678148,39.220447,1,120,"lodging,hotel,motel,guest_house",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Tunceli Belediyesi Jara Golaceto Ve Parkı,Tunceli,Pertek,nature,39.102385,39.554001,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Dereova şelalesi,Tunceli,Pertek,historical,39.262897,39.872841,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pertek merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Uryan Hizir Sultan Hidir,Tunceli,Pertek,museum,38.941860,39.224298,1,120,"museum,point_of_interest,establishment",Kültürel içerik sunan müze durağı.,Bölgenin tarihsel katmanlarını yansıtır.,Müze sonrası merkezde yemek molası verilebilir.,Bilet ve ziyaret saatini kontrol et.
Verroz Yürüyüş Parkı,Tunceli,Pertek,nature,39.088998,39.538945,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pertek çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Munzur Gözeleri,Tunceli,Pülümür,nature,39.331306,39.062479,1,120,"nature,park,city_park,lodging,sports_club",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Munzur Vadisi Milli Parkı,Tunceli,Pülümür,nature,39.134988,39.494137,1,120,"nature,tourist_attraction,national_park,hiking_area,park",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Grand Şaroğlu Hotel,Tunceli,Pülümür,lodging,39.104194,39.547070,1,120,"lodging,hotel,point_of_interest,establishment",Konaklama odaklı güçlü durak.,Turizm sezonunda doluluk yüksek olabilir.,Yakın çevrede yeme içme noktalarını kontrol et.,Check-in saatlerini önceden planla.
Kutu Deresi Kpr.,Tunceli,Pülümür,historical,39.191569,39.691280,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pülümür merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Zağge Restorant,Tunceli,Pülümür,food,39.301549,39.777828,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Karanlık Kanyon,Tunceli,Pülümür,nature,39.310195,38.455353,1,120,"nature,nature_preserve,tourist_attraction,park,point_of_interest",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Zembul YÖRESEL Yöresel Yemek Lokantası-Kahvaltı -Kafe,Tunceli,Pülümür,food,39.106825,39.546083,1,75,"food,restaurant,non_profit_organization,point_of_interest,association_or_organization,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Askireg Otel,Tunceli,Pülümür,food,39.409276,39.716035,1,75,"food,hotel,lodging,bar,restaurant,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Pertek Kalesi,Tunceli,Pülümür,historical,38.844350,39.271583,1,120,"historical,tourist_attraction,castle,historical_place,point_of_interest",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pülümür merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Tunceli Müzesi,Tunceli,Pülümür,museum,39.104367,39.547246,1,120,"museum,point_of_interest,establishment",Kültürel içerik sunan müze durağı.,Bölgenin tarihsel katmanlarını yansıtır.,Müze sonrası merkezde yemek molası verilebilir.,Bilet ve ziyaret saatini kontrol et.
Örenönü Tabiat Parkı,Tunceli,Pülümür,nature,39.102062,39.604931,1,120,"nature,tourist_attraction,national_park,park,point_of_interest",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
FERZAN RESTAURANT,Tunceli,Pülümür,viewpoint,39.112169,39.536319,1,120,"viewpoint,live_music_venue,event_venue,point_of_interest,establishment,sunset",Şehir ve çevre manzarası sunan seyir noktası.,Bölge fotoğraf rotalarıyla öne çıkar.,Kısa mola için yakında kafe alternatifi olabilir.,Gün batımından önce konumlan.
Dereova şelalesi,Tunceli,Pülümür,historical,39.262897,39.872841,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pülümür merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
Cafe Amour CB,Tunceli,Pülümür,cafe,39.079056,39.535276,1,75,"cafe,coffee_shop,point_of_interest,food_store,local",Kahve ve kısa mola için tercih edilen nokta.,Semt yaşamının parçası olarak öne çıkar.,Kahve yanında yerel tatlıları dene.,Sabah saatlerinde daha sakin olabilir.
Şira Munzur Et Lokantası,Tunceli,Pülümür,food,39.330654,39.059689,1,75,"food,restaurant,point_of_interest,establishment,local",Yerel yeme içme deneyimi için öne çıkan nokta.,Bölge gastronomi hattında görünür.,İmza ürünleri denemeyi unutma.,Yoğun saatlerde rezervasyon faydalı olur.
Ağlayan kayalar Tunceli,Tunceli,Pülümür,historical,39.348714,39.790606,1,120,"historical,tourist_attraction,point_of_interest,establishment",Tunceli tarih rotasının güçlü duraklarından biri.,Bölge antik ve Osmanlı dönem izleri taşır.,Pülümür merkezinde yerel mutfak alternatiflerini dene.,Kalabalıktan kaçmak için erken saatleri seç.
A Ğ L A Y A N H I L B E Ş K P R .,Tunceli,Pülümür,nature,39.348289,39.790807,1,120,"nature,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
Kırmı Kpr.,Tunceli,Pülümür,nature,39.390307,39.825051,1,120,"nature,national_park,park,point_of_interest,establishment",Tunceli doğa rotasında öne çıkan durak.,Bölgenin doğal yapısı korunmaktadır.,Pülümür çevresinde yemek planını önceden yap.,Sabah saatlerinde daha sakin deneyim sunar.
